         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3759, 0, 0, 0, 78.9931, -46.8362, 1.5555, 3.13862e-05, 5.90323e-07, -4.91344e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3760, 0, 0, 0, -93.9864, -86.3875, 4.53069, 2.53472e-06, -5.71235e-06, -3.63114e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3761, 0, 0, 0, -10.5657, -14.0676, 2.00339, -0.00146493, -6.8671e-07, -5.13423e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3762, 0, 0, 0, 65.0535, 15.5057, 0.906862, 1.07564e-06, -3.24239e-07, 2.63104e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3763, 0, 0, 0, -35.5449, -78.8413, 1.09997, -1.09946e-06, -1.13194e-06, -2.62293e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3764, 0, 0, 0, 60.4268, 46.7437, 4.68295, -2.08577e-07, -9.01615e-07, -1.48763e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3765, 0, 0, 0, 90.3156, -19.4886, 4.57202, 1.62001e-05, -6.84335e-06, -2.7332e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3766, 0, 0, 0, -54.8843, -73.0337, 1.72839, 7.37272e-07, -6.71104e-07, -3.35008e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3767, 0, 0, 0, 51.0105, -77.0765, 1.76229, -1.43656e-06, -9.68956e-07, -3.1923e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3768, 0, 0, 0, 63.9952, 43.7945, 1.77216, 1.39073e-06, -1.18767e-06, 2.69026e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3769, 0, 0, 0, 79.946, 81.7269, 1.11249, 2.02052e-06, -1.23727e-06, -2.64707e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3770, 0, 0, 0, -16.2557, 21.8663, 0.761762, 1.29915e-06, -6.5949e-07, -2.00055e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3771, 0, 0, 0, -21.5767, -96.8528, 1.00224, -4.82729e-07, -9.80216e-07, -2.44865e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3772, 0, 0, 0, 94.923, 74.5563, 1.35377, 1.11543e-06, -7.05771e-07, -2.0842e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3773, 0, 0, 0, 1.0993, 30.3805, 0.202492, 1.86952e-06, -8.56433e-07, -2.76097e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3774, 0, 0, 0, 28.7839, -0.2111, 1.79806, 6.26152e-07, -1.21887e-05, -8.14486e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3775, 0, 0, 0, 40.2891, -9.3302, 0.47742, 1.45974e-06, -4.84928e-07, -2.20198e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3776, 0, 0, 0, -83.9702, -96.7133, 2.11899, 1.91396e-05, 1.76368e-05, -4.60679e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3777, 0, 0, 0, -34.9912, 26.5665, 4.73534, -0.530614, 0.00136577, -0.0448953
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3778, 0, 0, 0, -36.2888, 68.8191, 2.19378, -0.528265, -0.00826899, 0.0150361
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3779, 0, 0, 0, 94.9725, 42.7537, 0.221204, 2.0302e-06, 3.25435e-07, 2.62911e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3780, 0, 0, 0, 53.6739, 39.9298, 4.86186, 4.83627e-05, -2.00742e-07, 9.12088e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3781, 0, 0, 0, -46.0883, 28.88, 1.05956, 0.00177508, -1.58192e-08, -2.50671e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3782, 0, 0, 0, -5.9652, 68.3257, 1.55572, -3.654e-17, -6.3541e-20, -1.5628e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3783, 0, 0, 0, 43.0506, -29.9401, 0.18469, 1.87396e-06, -9.18527e-07, 2.95389e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3784, 0, 0, 0, -36.2496, -30.1353, 2.14646, 4.52676e-05, 1.24472e-06, 8.27756e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3785, 0, 0, 0, -60.2322, 33.452, 1.94255, -3.10207e-07, -2.00446e-07, -2.2839e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3786, 0, 0, 0, 94.0956, 93.2439, 0.953205, 1.11433e-06, -7.07803e-07, -2.10884e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3787, 0, 0, 0, 42.0513, -68.3338, 0.816691, -1.44315e-06, -8.61088e-07, -2.80701e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3788, 0, 0, 0, 56.4236, 65.9177, 4.77104, 1.01332e-06, -9.98569e-07, -3.34001e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3789, 0, 0, 0, -41.7907, -7.2934, 0.805065, 5.75206e-07, -2.38634e-06, 1.83713e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3790, 0, 0, 0, -98.6634, -53.3801, 0.97919, -1.48975e-06, -1.14585e-06, -2.51311e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3791, 0, 0, 0, -29.067, 48.5519, 1.32302, 1.73168e-06, -8.92058e-07, -2.6034e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3792, 0, 0, 0, 70.6909, -81.6993, 4.51591, -1.11214e-06, -1.06841e-06, -2.20778e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3793, 0, 0, 0, 44.998, -38.0922, 0.598677, -8.93875e-06, -6.91021e-07, 1.36993e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3794, 0, 0, 0, -20.4303, 97.5419, 4.41554, 4.32794e-06, -5.20336e-07, -5.62576e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3795, 0, 0, 0, 56.7529, -89.2839, 0.766744, -1.82212e-06, -2.79026e-06, 3.75497e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3796, 0, 0, 0, -98.9701, -19.589, 0.264849, -1.33137e-06, -8.3737e-07, -3.05381e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3797, 0, 0, 0, -97.3498, -0.9589, 4.6795, -1.76031e-05, 5.0691e-07, -2.92665e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3798, 0, 0, 0, -12.0293, 35.2747, 0.589389, -0.000112814, 4.7857e-06, 0.000239073
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3799, 0, 0, 0, 62.688, 18.3437, 0.757521, 2.16715e-06, 6.81659e-07, -2.4977e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3800, 0, 0, 0, 15.5573, 19.0117, 1.10369, 2.09832e-06, -6.0309e-07, -2.7409e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3801, 0, 0, 0, -85.1501, 37.1399, 0.320616, -1.1884e-06, -1.0669e-06, -2.61997e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3802, 0, 0, 0, 35.7983, 97.3212, 1.14101, -8.79348e-19, -1.55893e-19, -1.27155e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3803, 0, 0, 0, -0.8732, 72.098, 4.96471, 7.27632e-08, -2.18968e-07, -1.11077e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3804, 0, 0, 0, -29.9189, 37.5849, 0.23203, 1.82963e-06, -1.01829e-06, 3.01006e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3805, 0, 0, 0, 76.4495, -33.4428, 0.992799, -3.78417e-05, 1.25949e-05, -0.000138414
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3806, 0, 0, 0, -90.5188, -72.2799, 0.284754, -2.14762e-06, -1.46986e-06, -7.35923e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3807, 0, 0, 0, -59.4473, 65.9201, 1.8587, 9.19747e-07, -1.32991e-06, -1.37008e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3808, 0, 0, 0, 15.1535, -34.8519, 1.90849, -1.11333e-06, -7.88719e-07, -2.59875e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3809, 0, 0, 0, 19.3329, -48.6861, 0.600414, -1.56449e-06, -9.78155e-07, -2.3748e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3810, 0, 0, 0, 53.2864, 23.1767, 0.381464, 7.12329e-08, -3.21525e-07, 2.69658e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3811, 0, 0, 0, 42.8738, -70.6714, 0.729711, 3.68426e-05, 4.90832e-08, 6.93349e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3812, 0, 0, 0, -0.6265, -62.959, 1.32891, -1.54279e-06, -1.08165e-06, -2.31017e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3813, 0, 0, 0, 52.5559, 10.9422, 0.709178, 1.95832e-06, -1.18633e-06, 2.4731e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3814, 0, 0, 0, 20.8344, -36.8786, 0.67419, 8.70332e-18, 1.57957e-17, 1.37455e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3815, 0, 0, 0, 63.0028, 37.9543, 0.652172, 1.17833e-06, -7.22076e-07, -2.33037e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3816, 0, 0, 0, 9.3931, -97.4476, 0.766607, -1.67169e-06, -4.23412e-07, 2.57385e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3817, 0, 0, 0, 46.4992, -18.484, 0.327938, -3.35077e-06, -4.17993e-06, -1.44525e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3818, 0, 0, 0, -78.664, 43.149, 0.342497, 4.37347e-05, 3.74224e-07, 7.61278e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3819, 0, 0, 0, 80.409, 61.4729, 0.940602, -2.089e-06, -2.41308e-06, -1.40105e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3820, 0, 0, 0, -58.1877, 66.9162, 1.04732, 1.81834e-06, -1.20479e-06, -2.42446e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3821, 0, 0, 0, 94.0057, 53.8925, 0.382092, 1.47522e-06, -8.1788e-07, -2.34114e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3822, 0, 0, 0, -56.2175, 40.1296, 0.219257, 8.90027e-06, -4.82517e-06, -1.05766e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3823, 0, 0, 0, 26.2675, -99.4499, 4.96334, -3.41499e-05, 7.86784e-07, 1.29143e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3824, 0, 0, 0, 2.5349, 36.0657, 0.490486, -3.224e-05, 1.53654e-05, -0.000372765
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3825, 0, 0, 0, -17.4992, -72.5494, 2.74464, 0.37102, -0.00226597, 0.0121913
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3826, 0, 0, 0, -48.4092, -35.9141, 1.5717, -5.42649e-06, -1.63408e-06, -4.93828e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3827, 0, 0, 0, -91.9621, 97.9105, 0.474605, 1.59589e-06, -9.66167e-07, -2.62761e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3828, 0, 0, 0, -2.3133, -91.4321, 1.62916, 1.42869e-05, -3.7227e-06, -4.41643e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3829, 0, 0, 0, -66.8079, -28.6687, 2.08371, -1.30334e-06, -1.17185e-06, 2.77483e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3830, 0, 0, 0, 79.4852, 62.4581, 4.76528, 1.41813e-06, -1.24309e-06, -2.47136e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3831, 0, 0, 0, 94.1874, 23.7152, 2.06353, 9.40552e-06, -5.10585e-06, -4.05018e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3832, 0, 0, 0, 70.8043, -47.7296, 4.92167, 1.50929e-06, -8.98664e-07, -3.08024e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3833, 0, 0, 0, 95.3162, 23.8465, 1.89597, 6.25336e-06, 3.61008e-06, 6.56427e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3834, 0, 0, 0, -93.762, -2.5881, 4.53984, -1.37823e-06, -9.7857e-07, -2.60518e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3835, 0, 0, 0, -63.4091, 77.8387, 1.86842, -3.77406e-05, -8.09405e-06, 2.99208e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3836, 0, 0, 0, 82.1001, -7.5721, 1.88938, 1.96982e-06, -1.30719e-06, -2.53065e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3837, 0, 0, 0, -85.2689, -90.7769, 2.10344, -7.43057e-07, -1.04159e-06, -3.63459e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3838, 0, 0, 0, -79.6511, 15.7287, 1.96638, -1.64182e-06, 8.70805e-08, 2.40056e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3839, 0, 0, 0, -97.9289, 27.7308, 1.26121, -1.51593e-06, -1.01806e-06, 2.85737e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3840, 0, 0, 0, -89.4617, -95.933, 0.519423, -0.596932, 0.00172648, 0.0183161
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3841, 0, 0, 0, -36.6432, 29.0855, 2.06887, 1.29247e-26, 5.68283e-25, -2.93109e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3842, 0, 0, 0, 86.6569, -90.4971, 0.471321, -2.03595e-06, -1.34738e-06, -2.21127e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3843, 0, 0, 0, 12.3515, 82.5339, 0.642338, -2.09851e-05, 1.49675e-05, 1.40447e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3844, 0, 0, 0, -67.0244, -28.4538, 1.06552, -6.01731e-07, 2.02977e-08, -2.93126e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3845, 0, 0, 0, -22.1189, 8.6879, 4.74566, 2.58697e-06, -3.51486e-06, -4.32497e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3846, 0, 0, 0, 19.8454, 84.3834, 0.200601, -3.27761e-05, -2.53417e-07, -2.11829e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3847, 0, 0, 0, 67.3854, -97.3241, 4.47941, 6.89985e-05, -1.33092e-05, -0.000112829
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3848, 0, 0, 0, 84.269, -34.0894, 1.91048, -2.43344e-18, -4.58817e-19, -6.35351e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3849, 0, 0, 0, 76.6473, 8.7126, 1.87209, 1.60669e-06, -1.13457e-06, -2.53197e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3850, 0, 0, 0, 48.8013, -69.8363, 0.710182, -1.46897e-06, -1.09908e-06, -2.33811e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3851, 0, 0, 0, -40.1293, -25.8005, 4.80836, -2.87883e-07, -2.36323e-07, -1.64313e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3852, 0, 0, 0, -40.3892, -13.3231, 4.61632, -9.87925e-05, 7.65833e-05, 1.88391e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3853, 0, 0, 0, 10.5145, 56.7589, 1.13969, -6.52769e-06, -6.80206e-06, -2.72666e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3854, 0, 0, 0, -33.4347, -42.0678, 4.59563, -1.45713e-06, -1.1078e-06, -2.6288e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3855, 0, 0, 0, 94.9868, 39.3415, 2.11805, 5.5178e-06, -1.76836e-06, -1.61652e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3856, 0, 0, 0, 39.2664, -62.1606, 4.3588, -1.63885e-06, -8.93987e-07, -3.13503e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3857, 0, 0, 0, 83.4311, 16.1896, 4.31249, 5.3637e-08, 4.94999e-09, 2.14719e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3858, 0, 0, 0, -53.6093, -73.6275, 1.06713, -6.7998e-06, -4.82148e-08, -2.05877e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3859, 0, 0, 0, -51.9953, -18.6695, 4.75995, -1.32471e-06, -7.78322e-07, 2.6641e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3860, 0, 0, 0, 8.7467, -78.6899, 0.282228, -2.11066e-05, 2.9508e-05, 1.80823e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3861, 0, 0, 0, -34.3899, -83.6625, 2.07218, -1.41394e-05, 1.21341e-05, 8.72019e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3862, 0, 0, 0, -65.3784, -60.7285, 4.88104, -2.07101e-06, -1.32209e-06, -2.61037e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3863, 0, 0, 0, -90.9167, 36.5833, 1.00637, -1.36466e-06, -8.47633e-07, -2.58404e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3864, 0, 0, 0, 3.6642, -61.2654, 4.52315, -3.66296e-07, -2.14178e-07, -1.36181e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3865, 0, 0, 0, -26.4491, -60.6398, 1.85147, -0.00150977, -6.64129e-07, -9.47448e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3866, 0, 0, 0, 0.306, 70.1754, 1.95941, 1.46059e-06, -8.93456e-07, -2.39084e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3867, 0, 0, 0, 31.0986, -91.9386, 1.1282, -1.11755e-06, -9.85565e-07, -2.61658e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3868, 0, 0, 0, -37.3705, -95.353, 4.38718, -1.62794e-06, -1.07069e-06, -2.57977e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3869, 0, 0, 0, 64.9963, 95.6918, 4.75155, 3.52671e-05, -6.02378e-05, 0.000498432
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3870, 0, 0, 0, 2.5145, -14.814, 0.794213, -7.59796e-07, -9.94198e-07, -2.45583e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3871, 0, 0, 0, 20.6023, -58.5591, 1.19863, -8.9401e-06, -6.56344e-06, 6.50618e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3872, 0, 0, 0, 43.2242, 41.7413, 0.295305, 1.72353e-06, -9.91648e-07, -3.22449e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3873, 0, 0, 0, -33.0228, 62.0764, 0.748929, 6.26293e-05, 4.13993e-08, 0.000122158
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3874, 0, 0, 0, -54.9826, 60.1901, 1.98298, 1.21004e-05, -2.14631e-06, 5.28007e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3875, 0, 0, 0, 93.2399, -54.2979, 0.973609, 1.75867e-06, -9.94891e-07, 2.81451e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3876, 0, 0, 0, -7.1785, -45.8213, 2.14746, -1.33654e-06, -8.57607e-07, -3.04539e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3877, 0, 0, 0, 4.2401, 66.6345, 1.16016, 9.70858e-07, -8.68688e-07, 2.40177e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3878, 0, 0, 0, -87.7977, 21.8837, 0.34028, -1.17739e-06, -8.69028e-07, -2.20066e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3879, 0, 0, 0, -46.7317, 21.4119, 1.26281, 3.3965e-05, -5.73991e-07, -4.30306e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3880, 0, 0, 0, 98.4832, -14.8717, 0.250557, 8.02555e-07, -1.07666e-06, -2.29351e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3881, 0, 0, 0, -9.4309, 99.7912, 2.73784, 0.101835, 2.83909e-06, -0.000101805
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3882, 0, 0, 0, 70.2978, -58.4536, 0.762698, -5.05769e-06, 8.00899e-06, -1.24813e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3883, 0, 0, 0, -30.2827, -81.4023, 1.1903, 5.47068e-06, -5.57958e-06, -1.55497e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3884, 0, 0, 0, 67.8205, 51.132, 0.909388, 1.55488e-06, -8.32472e-07, -2.28066e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3885, 0, 0, 0, 28.2213, -37.6989, 1.8606, -5.69124e-07, -3.57637e-07, -2.0886e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3886, 0, 0, 0, -85.2573, 42.3445, 1.96235, -1.44825e-06, -8.33852e-07, -2.19451e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3887, 0, 0, 0, -62.1672, 84.7894, 0.32821, 1.26391e-06, -1.32357e-06, -2.64244e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3888, 0, 0, 0, 10.7922, 29.6655, 4.54652, 9.48965e-06, 7.99908e-07, 1.07563e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3889, 0, 0, 0, 20.1316, 79.5317, 0.956762, 0.38804, -0.00833753, -0.0110264
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3890, 0, 0, 0, 67.5169, 98.2252, 1.63961, 1.30085e-05, -2.92401e-06, -1.3572e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3891, 0, 0, 0, -68.5957, 19.127, 1.05618, -1.17838e-06, -9.06503e-07, -2.50346e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3892, 0, 0, 0, 30.0007, 88.5521, 4.72754, -5.81669e-08, -8.21553e-20, -1.76074e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3893, 0, 0, 0, -94.4319, 88.9308, 0.397706, 2.84457e-06, 1.62278e-05, 1.6245e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3894, 0, 0, 0, -97.8071, -35.9613, 1.52549, -2.60193e-06, -1.14173e-06, -4.45926e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3895, 0, 0, 0, -9.8244, 61.4421, 4.55914, 1.36409e-06, -7.92054e-07, -2.46549e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3896, 0, 0, 0, -82.5711, -17.3196, 1.97093, -5.425e-05, -1.311e-06, -9.60222e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
3897, 0, 0, 0, -23.5621, -38.162, 1.86456, -1.22509e-06, -8.81035e-07, -2.60784e-06
