         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1251, 0, 0, 0, -10.0337, -61.8899, 0.198424, -2.57911e-06, -1.4242e-06, -3.98757e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1252, 0, 0, 0, -77.2244, 96.7595, 0.8903, -7.84812e-05, -3.51164e-05, 4.64795e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1253, 0, 0, 0, 18.4801, 84.7726, 4.8144, 1.46459e-06, -7.60212e-07, -2.227e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1254, 0, 0, 0, 32.3396, -89.4321, 1.94721, 5.2432e-06, -6.33495e-06, -1.18421e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1255, 0, 0, 0, -29.0102, 74.8158, 2.04284, 1.11892e-06, -7.76343e-07, -2.20727e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1256, 0, 0, 0, -40.0477, -19.0425, 0.767649, -9.19384e-07, -6.75704e-07, -2.11805e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1257, 2.1544, 0, 0, -27.8513, 15.2871, 4.34238, -0.763724, -0.139687, 0.390718
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1258, 0, 0, 0, 45.7836, -14.1584, 1.76539, 1.88257e-06, 1.99304e-08, -2.43182e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1259, 0, 0, 0, 39.7793, 76.3763, 0.233958, 3.25021e-07, 4.35784e-07, 2.65392e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1260, 0, 0, 0, 75.2982, -52.4099, 1.20053, -3.37239e-18, -0.00332505, -0.0109088
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1261, 0, 0, 0, -78.929, 81.5448, 4.12493, 1.48673, -0.0801736, -0.0629175
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1262, 0, 0, 0, 94.6959, 64.2791, 0.260193, 2.15617e-06, -6.43624e-07, -2.93452e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1263, 0, 0, 0, -12.1439, 81.1414, 1.16427, 3.11625e-06, 2.0635e-06, 4.44636e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1264, 0, 0, 0, -11.7445, -46.8178, 0.782532, -1.75495e-06, 1.81016e-07, -2.56611e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1265, 0, 0, 0, -11.9761, 35.7218, 0.586608, -4.28194e-17, -1.99721e-20, 1.04127e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1266, 0, 0, 0, -37.1123, 51.0568, 1.00778, 1.09291e-06, 2.83185e-07, -2.74984e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1267, 0, 0, 0, 99.5406, -54.3196, 2.11029, 5.43492e-06, 3.19817e-06, -7.85526e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1268, 0, 0, 0, 70.1317, -53.0813, 2.08547, 1.70206e-06, -9.66567e-07, -2.58676e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1269, 0, 0, 0, -6.9758, -73.6266, 1.13292, -1.12136e-06, -5.00795e-07, -2.41618e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1270, 0, 0, 0, 15.8741, -96.5648, 4.31529, -6.41442e-07, -5.31816e-09, -5.56635e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1271, 0, 0, 0, -44.1032, 15.6979, 1.79102, -6.4528e-06, -5.92611e-08, 1.42255e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1272, 0, 0, 0, -91.8747, 57.8868, 1.12106, -1.29056e-06, -9.31988e-07, -2.57166e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1273, 0, 0, 0, 59.9557, -47.9029, 1.49636, 6.91895e-07, 8.08635e-08, 2.65903e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1274, 0, 0, 0, 23.5778, 30.283, 4.34792, 5.10148e-08, 1.08322e-08, 1.70899e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1275, 0, 0, 0, 62.9342, 80.942, 4.55305, -8.48275e-06, -6.20192e-08, -3.55645e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1276, 0, 0, 0, -44.6712, -27.2389, 1.86609, 0.00207781, -7.49828e-06, -2.04581e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1277, 0, 0, 0, -49.4269, -11.0347, 1.35783, -7.94438e-07, -9.01273e-07, -2.45912e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1278, 0, 0, 0, -45.7392, -57.7064, 1.69366, -1.4538e-06, -9.80813e-07, -2.5861e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1279, 0, 0, 0, 59.4506, -73.3165, 0.499447, -1.31941e-06, -1.2605e-06, -2.44886e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1280, 0, 0, 0, 34.7085, -11.6426, 0.201034, -2.20676e-05, 1.38881e-05, 7.78184e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1281, 0, 0, 0, -7.178, 35.0232, 4.82974, -2.2157e-05, -4.28169e-05, -8.00045e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1282, 0, 0, 0, 61.0289, 12.8576, 0.633622, 3.13948e-05, -2.35361e-06, -3.68233e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1283, 0, 0, 0, 35.6036, 31.4405, 0.340307, -6.34575e-07, 7.24447e-09, -2.72366e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1284, 0, 0, 0, -26.7684, 57.366, 0.69877, 2.27535e-05, 4.60489e-07, 3.34285e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1285, 0, 0, 0, 52.3053, -64.5874, 0.752061, 1.71688e-06, -4.05781e-07, 1.25157e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1286, 0, 0, 0, 55.3029, 79.2737, 1.61531, 7.59075e-07, -1.41289e-06, 2.6164e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1287, 0, 0, 0, 86.7036, -83.4321, 1.62283, 1.75063e-06, -9.05641e-07, 2.42831e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1288, 0, 0, 0, 37.1915, 35.5919, 1.05347, 1.50054e-06, -9.30729e-07, -2.99971e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1289, 0, 0, 0, 15.3362, 83.1276, 0.936756, 1.82815e-06, -7.59234e-07, -3.0068e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1290, 0, 0, 0, -14.2496, 59.5601, 0.172523, 1.17907e-06, -5.57519e-07, -1.8561e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1291, 0, 0, 0, -27.953, 80.8924, 1.8379, 3.89582e-06, 2.79228e-08, -9.83364e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1292, 0, 0, 0, 37.1364, 72.1107, 4.51247, 2.07694e-16, -2.81624e-19, -1.39838e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1293, 0, 0, 0, 20.7032, 30.6839, 0.511153, 2.891e-05, 9.96773e-07, -0.0001858
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1294, 0, 0, 0, -59.3388, -1.7684, 4.61382, 8.12852e-05, 4.39828e-05, -8.95472e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1295, 0, 0, 0, -20.1279, -51.4481, 1.7955, -5.15987e-05, -6.25319e-05, 0.000154768
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1296, 0, 0, 0, 98.6108, 47.9714, 0.557966, 2.86169e-07, -2.21937e-07, 2.37023e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1297, 0, 0, 0, -32.5478, -22.5108, 2.02227, 6.27496e-07, 1.55446e-06, 5.01247e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1298, 0, 0, 0, 59.8254, -81.5213, 4.54083, -9.52791e-07, -6.8172e-07, -2.40363e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1299, 0, 0, 0, -12.9695, -64.8509, 0.334064, -6.75247e-05, -3.79636e-06, 0.000190941
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1300, 0, 0, 0, -82.6521, 38.5873, 0.57113, -0.00248217, -5.08918e-07, -4.27101e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1301, 0, 0, 0, 45.6323, -43.0204, 0.941612, -6.99196e-06, 8.04576e-06, 1.98377e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1302, 0, 0, 0, -31.2606, 16.8476, 1.27391, -6.53215e-07, 4.20055e-07, 2.76112e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1303, 0, 0, 0, -17.9246, 80.9029, 1.05156, -2.55341e-06, -7.09179e-06, -2.03963e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1304, 0, 0, 0, -85.9755, -49.927, 2.05483, -3.57136e-18, -2.56818e-21, -1.56828e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1305, 0, 0, 0, 46.4516, -68.6609, 1.39167, -1.46214e-06, -8.03872e-07, -2.6947e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1306, 0, 0, 0, -4.8939, 69.684, 1.1213, -2.02938e-06, -3.16664e-06, 1.08614e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1307, 0, 0, 0, 62.728, -84.7064, 1.57933, -8.73701e-07, -5.89809e-07, 2.50879e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1308, 0, 0, 0, -97.3622, 71.5807, 0.472775, -6.52625e-06, -5.3581e-06, -1.60948e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1309, 0, 0, 0, 34.7998, 61.2376, 0.777311, -2.22056e-17, -1.08906e-19, -0.000253779
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1310, 0, 0, 0, -7.8131, -74.8407, 0.202947, -1.19593e-06, -1.01678e-06, 3.0487e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1311, 0, 0, 0, 50.1031, -14.3955, 4.37552, 1.00323e-06, 1.01739e-05, 9.1288e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1312, 0, 0, 0, 74.8155, -60.736, 4.52137, -4.31606e-06, -3.90761e-08, -3.52378e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1313, 0, 0, 0, 64.5128, 59.8404, 1.32117, 1.79336e-05, 3.18737e-08, 3.11348e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1314, 0, 0, 0, -86.0644, 77.1923, 0.20948, -7.27435e-07, -8.98307e-07, -2.5604e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1315, 0, 0, 0, 49.3808, 60.9512, 1.91165, 2.25033e-06, 1.00117e-06, -3.44477e-07
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1316, 0, 0, 0, -43.0801, 50.1556, 1.55266, 1.66588e-06, -1.33565e-06, 3.22464e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1317, 0, 0, 0, 31.9163, -26.6097, 1.42406, 1.73974e-06, -9.11196e-07, -2.57402e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1318, 0, 0, 0, -46.4911, 26.7271, 1.99758, -1.45445e-06, -8.51871e-07, -2.54317e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1319, 0, 0, 0, 69.869, -78.4545, 4.52673, -1.27957e-06, -7.70089e-07, 2.6156e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1320, 0, 0, 0, 30.6094, -47.1118, 1.02842, -3.99101e-06, 8.28329e-06, 1.50303e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1321, 0, 0, 0, -59.4672, 57.6385, 1.14066, -4.04367e-06, -1.12163e-06, 6.3943e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1322, 0, 0, 0, -17.8414, -60.6946, 2.0702, -6.1032e-07, -3.90654e-07, -1.61836e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1323, 0, 0, 0, 74.6421, -99.315, 1.29983, -1.2746e-06, -7.90883e-07, -2.62425e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1324, 0, 0, 0, 33.0369, -70.3497, 0.198474, -1.43226e-06, -9.20666e-07, -2.52253e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1325, 0, 0, 0, -89.4454, -11.8379, 3.76479, -0.00485217, -3.40014e-06, -0.000167363
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1326, 0, 0, 0, 4.2981, 35.2158, 0.55201, 7.52811e-05, -3.39501e-06, 8.34735e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1327, 0, 0, 0, 73.1824, 83.3092, 4.87431, 1.11778e-06, -6.32214e-07, -2.58566e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1328, 0, 0, 0, -47.0242, -87.175, 1.2065, 9.78748e-06, 1.20906e-05, 1.87143e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1329, 0, 0, 0, -32.8724, -11.887, 1.48763, 5.25805e-06, -5.93666e-06, -7.20428e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1330, 0, 0, 0, -54.9977, -68.7563, 0.577298, -7.64157e-07, -1.72219e-06, -2.70551e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1331, 0, 0, 0, -14.7635, -14.2798, 1.09358, -1.15236e-06, -4.56187e-07, 2.35076e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1332, 0, 0, 0, 3.1282, 25.671, 1.49806, 7.84963e-07, -5.77966e-07, -1.78756e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1333, 0, 0, 0, 65.1844, -89.2982, 1.85585, -8.63679e-07, -8.27059e-07, -2.34087e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1334, 0, 0, 0, 25.02, 85.2178, 0.187182, 5.64525e-07, -4.64735e-07, -1.29912e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1335, 0, 0, 0, 86.1093, -36.7754, 4.39941, -4.59635e-06, -1.40622e-05, -1.08439e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1336, 0, 0, 0, 34.3048, -83.7204, 4.64355, 4.76437e-06, -6.56552e-07, -6.56118e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1337, 0, 0, 0, -27.5209, 36.2906, 4.89799, 5.63257e-07, -2.63708e-05, -6.61934e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1338, 0, 0, 0, 98.7369, 12.9017, 4.76299, 6.72217e-06, 7.39731e-06, 1.31509e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1339, 0, 0, 0, 95.1957, -97.8183, 1.58631, 0.000374208, -2.14825e-20, 1.57147e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1340, 0, 0, 0, 35.7424, -83.6551, 1.13101, -1.5204e-06, -1.00603e-06, -2.43905e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1341, 0, 0, 0, 68.7883, 0.0237, 1.68046, 1.5295e-06, -8.5193e-07, -2.68616e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1342, 0, 0, 0, -33.5193, -82.6123, 1.57122, -1.11715e-06, -9.12992e-07, -3.04205e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1343, 0, 0, 0, -0.5326, 44.0044, 1.25712, 1.58468e-06, -8.67002e-07, -3.15824e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1344, 0, 0, 0, 91.1468, -34.9362, 4.64862, 1.28109e-06, -8.99084e-07, -1.11579e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1345, 0, 0, 0, -23.0381, -79.1465, 1.61451, 1.49771e-06, -6.9469e-07, -1.72889e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1346, 0, 0, 0, -43.8209, 56.21, 4.73988, 1.16771e-06, -9.18019e-07, -2.41163e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1347, 0, 0, 0, 34.4671, 11.2948, 2.04635, 4.68219e-06, -8.78277e-07, 5.98689e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1348, 0, 0, 0, 34.4994, -88.6611, 1.39918, -1.25609e-06, -8.41537e-07, 2.82318e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1349, 0, 0, 0, -38.0315, -20.7741, 1.40077, -3.17548e-07, -4.28946e-07, -3.52484e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1350, 0, 0, 0, 84.0818, -78.419, 2.05816, 1.40072e-07, -3.38987e-07, -3.65103e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1351, 0, 0, 0, 38.5999, 15.8982, 1.82145, 2.99246e-06, -1.91447e-06, 4.81411e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1352, 0, 0, 0, -21.7954, 18.0602, 4.40108, -1.3242e-06, -1.50305e-06, -2.66147e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1353, 0, 0, 0, 76.7572, 75.0194, 1.04908, -2.96177e-06, 1.47636e-05, 1.86516e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1354, 0, 0, 0, 74.7683, -3.3586, 1.33812, 1.12883e-06, -7.34961e-07, -2.12714e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1355, 0, 0, 0, 9.1293, -64.8799, 2.09816, -1.38139e-06, -1.26541e-06, -2.55178e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1356, 0, 0, 0, -10.9545, 52.0089, 4.38231, 1.05843e-06, -6.2566e-07, -1.82303e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1357, 0, 0, 0, 86.4686, -62.3255, 4.54449, 5.68978e-07, 3.64134e-09, 3.94205e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1358, 0, 0, 0, 95.5106, -19.7915, 1.10082, -3.5194e-05, 3.54703e-06, -7.48205e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1359, 0, 0, 0, -31.2374, -7.5443, 1.56723, -6.43763e-07, -4.8714e-07, -2.2987e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1360, 0, 0, 0, -39.8575, 56.309, 0.462678, 1.41863e-06, -9.41473e-07, -2.32416e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1361, 0, 0, 0, -66.7712, 5.3513, 1.6132, 1.0974e-05, -7.57634e-06, -7.34365e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1362, 0, 0, 0, -52.3552, 46.7478, 1.94798, -1.50713e-06, -1.03682e-06, 2.84264e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1363, 0, 0, 0, -38.5571, -4.3505, 4.59768, -2.71144e-06, 1.27574e-06, 7.31513e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1364, 0, 0, 0, -62.0068, -8.6568, 4.97311, -0.00224801, -2.90809e-05, -1.2823e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1365, 0, 0, 0, 62.3179, 30.7678, 0.781658, -6.81397e-06, -2.75211e-06, -6.2321e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1366, 0, 0, 0, 49.5505, 85.7287, 4.37343, 1.36035e-06, -7.37532e-07, -1.89287e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1367, 0, 0, 0, 29.9047, -70.0589, 0.191862, 3.3734e-06, 1.8944e-08, 7.33307e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1368, 0, 0, 0, -2.6089, 35.6029, 1.8446, 4.15403e-05, 5.79913e-05, 2.80732e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1369, 0, 0, 0, 47.4409, 65.3125, 1.1437, 1.83479e-06, -1.09541e-06, 3.22823e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1370, 0, 0, 0, -19.7487, 78.4508, 4.57737, 1.79358e-06, -9.13811e-07, -2.55349e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1371, 0, 0, 0, -2.7588, -34.06, 0.166322, -4.04204e-07, 2.03192e-06, 5.26577e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1372, 0, 0, 0, 26.0369, -16.0843, 0.219773, 6.8257e-06, 3.87104e-06, 1.80409e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1373, 0, 0, 0, 65.5081, 92.3808, 4.4432, 1.18499e-05, -1.93666e-06, -2.05105e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1374, 0, 0, 0, -85.7786, -46.1926, 0.130649, 0.000106717, 1.34476e-06, 0.000188816
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1375, 0, 0, 0, -73.4463, 77.6453, 1.21633, 4.33152e-06, 1.35051e-05, 8.45929e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1376, 0, 0, 0, 81.3071, -46.8046, 0.650154, 1.35426e-06, -5.32721e-07, -2.19685e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1377, 0, 0, 0, 54.4806, -50.2314, 0.878409, 1.72164e-06, -9.2505e-07, -2.55886e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1378, 0, 0, 0, 91.2516, -4.8984, 1.85762, 7.31695e-09, 7.38825e-19, 1.19879e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1379, 0, 0, 0, -54.1507, -34.5313, 1.33083, -1.2164e-06, -9.21034e-07, -3.1478e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1380, 0, 0, 0, 47.412, -42.8986, 1.41948, -1.49044e-06, 1.93792e-06, -7.14159e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1381, 0, 0, 0, 98.6734, -24.8004, 1.14925, 1.85645e-06, -9.12061e-07, -3.09389e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1382, 0, 0, 0, 45.355, 29.6216, 1.95889, 1.12698e-06, -6.12345e-07, -2.46339e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1383, 0, 0, 0, 31.2902, 19.4878, 0.651525, 1.71915e-06, -7.75409e-07, -2.5778e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1384, 0, 0, 0, -83.0535, -11.0168, 1.65319, -6.71751e-07, -8.45399e-07, -3.37125e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1385, 0, 0, 0, -16.9599, -67.3991, 0.389783, -9.52382e-07, -5.42013e-07, -1.71944e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1386, 0, 0, 0, 17.7989, 87.3291, 0.791918, -9.01398e-07, -3.31029e-07, 6.23232e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1387, 0, 0, 0, -48.2646, -47.2721, 4.53789, -1.15086e-06, -6.84413e-07, -2.22893e-06
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1388, 0, 0, 0, 3.7345, 37.6002, 1.62306, -1.94622e-05, -4.07378e-06, -4.05936e-05
         , Xa,Ya, YAWa, CTRLA, CTRLB, Duration, Xb, Yb, YAWb
1389, 0, 0, 0, -37.4095, -35.302, 4.31383, -2.8208e-06, -5.16463e-06, 8.90422e-06
